period,red1,red2,red3,red4,red5,red6,blue,jackpot,first_prize_count,first_prize_amount,second_prize_count,second_prize_amount,total_bet_amount,draw_date
18084,5,6,8,12,22,24,3,821610647,13,0,249,0,0,2018-07-22
18085,4,10,25,26,30,33,6,815513264,8,0,88,0,0,2018-07-24
18086,2,7,17,21,23,26,16,767052918,18,0,109,0,0,2018-07-26
18087,1,5,10,16,18,31,3,821914596,3,0,74,0,0,2018-07-29
18088,3,5,12,29,30,32,14,832943120,8,0,69,0,0,2018-07-31
18089,6,9,12,14,18,27,14,864705795,5,0,172,0,0,2018-08-02
18090,1,2,4,10,14,23,7,830323212,12,0,85,0,0,2018-08-05
18091,6,11,13,17,25,32,7,854322188,4,0,81,0,0,2018-08-07
18092,6,10,16,19,24,33,16,921043817,1,0,95,0,0,2018-08-09
18093,4,18,20,21,29,33,7,962368068,3,0,78,0,0,2018-08-12
18094,4,7,16,20,24,30,5,1023528004,0,0,148,0,0,2018-08-14
18095,10,11,12,21,26,33,9,1045113520,4,0,87,0,0,2018-08-16
18096,1,5,9,20,28,32,12,965286126,23,0,150,0,0,2018-08-19
18097,1,2,17,20,25,28,13,1024508131,1,0,38,0,0,2018-08-21
18098,6,10,11,20,29,32,13,1037348433,9,0,125,0,0,2018-08-23
18099,3,7,8,14,25,32,6,1013742168,12,0,242,0,0,2018-08-26
18100,2,11,14,15,29,33,2,1047796176,3,0,91,0,0,2018-08-28
18101,1,3,14,26,29,33,9,1062181270,5,0,70,0,0,2018-08-30
18102,2,6,11,19,21,28,5,1085333716,4,0,163,0,0,2018-09-02
18103,2,9,15,22,23,24,16,1103208722,7,0,111,0,0,2018-09-04
18104,2,3,6,19,25,29,1,1128194345,5,0,158,0,0,2018-09-06
18105,4,5,13,18,19,25,1,1102004192,17,0,150,0,0,2018-09-09
18106,4,18,19,24,25,26,10,1119736168,4,0,125,0,0,2018-09-11
18107,1,2,5,12,20,22,1,1146472338,6,0,139,0,0,2018-09-13
18108,5,13,18,21,26,30,2,1088482714,22,0,179,0,0,2018-09-16
18109,10,11,18,23,31,33,15,1104585752,4,0,69,0,0,2018-09-18
18110,11,13,16,21,22,23,2,1161612266,2,0,66,0,0,2018-09-20
18111,1,7,14,24,25,28,8,1123718442,11,0,143,0,0,2018-09-23
18112,5,8,18,25,26,31,4,1101702921,11,0,154,0,0,2018-09-25
18113,1,6,9,16,25,26,9,1073781687,11,0,208,0,0,2018-09-27
18114,1,7,15,16,20,27,14,1092970758,6,0,203,0,0,2018-09-30
18115,1,13,19,24,26,29,11,1121020227,1,0,52,0,0,2018-10-02
18116,5,14,17,22,23,28,15,938345496,44,0,320,0,0,2018-10-04
18117,8,11,15,17,23,25,5,954956874,6,0,189,0,0,2018-10-07
18118,8,12,21,22,27,31,9,956670540,7,0,140,0,0,2018-10-09
18119,3,13,14,16,25,27,12,935364310,10,0,117,0,0,2018-10-11
18120,3,4,18,26,27,33,1,973089335,5,0,185,0,0,2018-10-14
18121,6,8,14,19,23,25,11,962509317,11,0,142,0,0,2018-10-16
18122,5,7,20,22,30,32,10,827873755,31,0,230,0,0,2018-10-18
18123,13,21,24,27,31,32,1,867467741,6,0,115,0,0,2018-10-21
18124,9,13,14,19,22,25,2,894677451,4,0,127,0,0,2018-10-23
18125,3,10,11,14,15,32,2,961703467,3,0,54,0,0,2018-10-25
18126,1,6,8,9,14,22,5,978656335,8,0,138,0,0,2018-10-28
18127,2,5,6,7,11,15,12,964241444,13,0,202,0,0,2018-10-30
18128,6,7,8,19,22,23,2,976588973,11,0,300,0,0,2018-11-01
18129,2,4,6,16,18,19,16,1013358099,7,0,117,0,0,2018-11-04
18130,5,12,17,18,24,28,12,978511798,17,0,841,0,0,2018-11-06
18131,21,22,24,31,32,33,1,1050270214,2,0,125,0,0,2018-11-08
18132,1,2,9,10,15,22,6,1043966776,12,0,104,0,0,2018-11-11
18133,2,4,11,12,18,32,13,1084505788,3,0,65,0,0,2018-11-13
18134,3,16,18,31,32,33,12,1084959009,11,0,297,0,0,2018-11-15
18135,1,3,6,10,11,29,16,1138385085,4,0,133,0,0,2018-11-18
18136,10,12,15,25,26,27,14,1166942493,6,0,149,0,0,2018-11-20
18137,3,5,11,15,20,23,9,1152259559,10,0,141,0,0,2018-11-22
18138,1,10,25,27,30,32,9,1213413511,3,0,67,0,0,2018-11-25
18139,11,18,20,23,31,32,15,1221766906,10,0,82,0,0,2018-11-27
18140,1,15,20,22,25,28,14,1320037180,0,0,103,0,0,2018-11-29
18141,11,14,16,18,24,33,4,1385805866,2,0,115,0,0,2018-12-02
18142,5,8,10,11,27,28,11,1343493083,16,0,242,0,0,2018-12-04
18143,4,6,15,28,32,33,14,1328627871,16,0,117,0,0,2018-12-06
18144,8,13,17,18,20,27,13,1403504611,1,0,117,0,0,2018-12-09
18145,3,9,13,22,23,25,6,1333080271,21,0,172,0,0,2018-12-11
18146,2,10,11,17,18,29,16,1317986374,13,0,157,0,0,2018-12-13
18147,3,15,17,23,27,30,11,1319726677,11,0,102,0,0,2018-12-16
18148,3,6,18,19,21,31,1,1315102044,11,0,210,0,0,2018-12-18
18149,1,7,8,10,12,24,1,1312652452,12,0,212,0,0,2018-12-20
18150,6,8,15,19,20,31,5,1289430060,15,0,270,0,0,2018-12-23
18151,5,15,19,25,26,29,15,1321227399,4,0,203,0,0,2018-12-25
18152,4,14,16,23,28,29,3,1247608325,20,0,168,0,0,2018-12-27
18153,1,7,17,23,25,31,11,1289528301,4,0,133,0,0,2018-12-30
19001,6,10,13,15,32,33,15,1283324272,14,0,147,0,0,2019-01-01
19002,4,5,6,8,9,18,11,1294586730,9,0,129,0,0,2019-01-03
19003,13,17,20,21,22,27,1,1333321882,5,0,129,0,0,2019-01-06
19004,8,12,16,19,26,32,3,1346750738,8,0,222,0,0,2019-01-08
19005,21,22,26,28,31,32,7,1326043660,11,0,68,0,0,2019-01-10
19006,1,5,10,19,26,28,12,1211353738,32,0,96,0,0,2019-01-13
19007,6,10,14,15,19,23,15,1223439184,9,0,198,0,0,2019-01-15
19008,2,6,9,13,28,32,12,1255320435,4,0,86,0,0,2019-01-17
19009,1,7,10,22,31,32,15,1267633646,12,0,122,0,0,2019-01-20
19010,2,4,5,8,11,30,2,1223708496,15,0,178,0,0,2019-01-22
19011,10,13,19,21,24,30,7,1245829570,4,0,72,0,0,2019-01-24
19012,7,10,21,23,31,33,14,1303808580,2,0,55,0,0,2019-01-27
19013,5,7,14,16,18,21,1,1347698265,4,0,77,0,0,2019-01-29
19014,1,2,3,14,19,33,3,1364355844,7,0,168,0,0,2019-01-31
19015,11,15,16,20,24,31,4,1352193873,13,0,181,0,0,2019-02-03
19016,5,7,9,11,19,25,5,1334598348,11,0,157,0,0,2019-02-12
19017,4,5,24,28,30,33,9,1355934705,3,0,50,0,0,2019-02-14
19018,4,11,18,19,26,32,4,1370346090,8,0,364,0,0,2019-02-17
19019,3,11,17,18,24,25,6,1285383840,24,0,268,0,0,2019-02-19
19020,2,12,13,23,27,28,12,1268982145,11,0,233,0,0,2019-02-21
19021,2,5,7,8,20,27,4,1301850849,6,0,214,0,0,2019-02-24
19022,3,7,11,21,30,33,7,1233143388,19,0,169,0,0,2019-02-26
19023,1,10,14,15,18,31,13,1207046316,13,0,336,0,0,2019-02-28
19024,1,8,23,25,28,29,10,1209747493,8,0,99,0,0,2019-03-03
19025,15,16,21,27,30,33,4,1246342879,5,0,74,0,0,2019-03-05
19026,3,13,15,19,20,27,14,1242805065,5,0,74,0,0,2019-03-07
19027,2,6,8,10,11,17,13,1257385558,9,0,223,0,0,2019-03-10
19028,4,19,22,26,29,30,11,1244140628,11,0,165,0,0,2019-03-12
19029,8,11,17,23,32,33,10,1269306832,6,0,83,0,0,2019-03-14
19030,4,5,7,10,12,22,16,1240512761,17,0,196,0,0,2019-03-17
19031,3,13,15,18,21,33,16,1276420305,5,0,119,0,0,2019-03-19
19032,4,8,9,13,28,33,4,1308932812,6,0,228,0,0,2019-03-21
19033,9,15,19,21,23,29,15,1259439534,22,0,224,0,0,2019-03-24
19034,9,11,15,22,24,26,3,1263277472,10,0,103,0,0,2019-03-26
19035,1,5,7,9,10,20,16,1269805979,11,0,233,0,0,2019-03-28
19036,2,10,13,16,23,32,8,1164805979,21,0,85,0,0,2019-03-31
19037,1,7,12,14,18,25,10,1154793537,12,0,213,0,0,2019-04-02
19038,9,12,21,27,29,30,5,1138999919,10,0,101,0,0,2019-04-04
19039,6,7,11,14,27,32,8,1122075950,11,0,136,0,0,2019-04-07
19040,5,6,9,18,23,31,11,1118623191,8,0,159,0,0,2019-04-09
19041,2,9,13,23,24,26,16,1183587505,2,0,103,0,0,2019-04-11
19042,15,17,19,22,25,26,4,1220955571,4,0,132,0,0,2019-04-14
19043,1,6,12,13,24,32,13,1275191954,2,0,99,0,0,2019-04-16
19044,6,14,16,17,23,29,7,1246753637,12,0,188,0,0,2019-04-18
19045,1,6,17,19,27,31,14,1272816559,7,0,83,0,0,2019-04-21
19046,2,12,16,22,25,32,6,1227436396,17,0,132,0,0,2019-04-23
19047,3,11,18,25,30,33,14,1297945208,1,0,388,0,0,2019-04-25
19048,3,7,10,12,18,29,10,1307482004,8,0,153,0,0,2019-04-28
19049,3,10,13,22,23,28,15,1300906020,9,0,205,0,0,2019-04-30
19050,4,6,10,11,21,23,2,1276546288,13,0,100,0,0,2019-05-02
19051,8,9,10,13,15,28,9,1229559631,13,0,120,0,0,2019-05-05
19052,3,6,9,13,16,19,16,514041918,153,0,2295,0,0,2019-05-07
19053,4,16,22,25,29,31,8,486040155,12,0,109,0,0,2019-05-09
19054,7,10,11,15,24,26,11,484344441,8,0,132,0,0,2019-05-12
19055,1,6,11,15,19,31,10,531777347,2,0,61,0,0,2019-05-14
19056,13,14,17,19,21,29,1,579319269,1,0,78,0,0,2019-05-16
19057,4,5,6,8,13,18,16,606231938,7,0,127,0,0,2019-05-19
19058,7,8,12,21,23,27,12,520571254,20,0,127,0,0,2019-05-21
19059,4,5,7,9,16,18,6,561383166,2,0,125,0,0,2019-05-23
19060,3,4,14,20,23,27,1,628604946,2,0,118,0,0,2019-05-26
19061,3,17,19,24,27,31,12,655425812,6,0,80,0,0,2019-05-28
19062,7,13,16,23,26,30,1,684734277,7,0,161,0,0,2019-05-30
19063,1,14,19,22,29,31,16,718713061,5,0,91,0,0,2019-06-02
19064,12,20,24,25,30,33,12,743421022,4,0,92,0,0,2019-06-04
19065,6,9,11,15,20,26,10,737867862,10,0,317,0,0,2019-06-06
19066,1,14,17,20,22,32,4,765994853,6,0,86,0,0,2019-06-09
19067,4,6,8,11,30,33,11,781887228,5,0,110,0,0,2019-06-11
19068,3,14,20,24,26,33,10,802934315,6,0,64,0,0,2019-06-13
19069,6,11,16,19,21,25,1,813208375,8,0,226,0,0,2019-06-16
19070,6,15,18,19,24,32,9,839590047,3,0,103,0,0,2019-06-18
19071,1,8,19,24,29,30,4,779942491,22,0,371,0,0,2019-06-20
19072,2,9,13,15,22,30,15,784809688,10,0,155,0,0,2019-06-23
19073,1,2,6,12,16,18,8,731798593,17,0,146,0,0,2019-06-25
19074,12,21,27,29,31,33,4,777279978,4,0,51,0,0,2019-06-27
19075,5,8,20,22,31,33,3,825389586,2,0,69,0,0,2019-06-30
19076,12,15,19,20,29,32,14,860745165,4,0,84,0,0,2019-07-02
19077,9,11,13,18,21,22,15,928983242,1,0,118,0,0,2019-07-04
19078,1,17,27,29,31,33,12,911692755,14,0,199,0,0,2019-07-07
19079,1,3,6,9,19,31,16,884700186,15,0,156,0,0,2019-07-09
19080,3,6,8,20,24,32,7,878626031,7,0,80,0,0,2019-07-11
19081,5,24,27,29,31,32,10,907395563,5,0,58,0,0,2019-07-14
19082,7,16,19,22,24,28,2,927370251,5,0,91,0,0,2019-07-16
19083,6,15,17,26,28,31,3,926738145,10,0,118,0,0,2019-07-18
19084,4,8,14,18,20,27,3,892130280,15,0,300,0,0,2019-07-21
19085,1,4,14,18,24,29,4,882276151,12,0,61,0,0,2019-07-23
19086,16,22,24,26,28,31,6,868561562,11,0,120,0,0,2019-07-25
19087,4,5,7,9,21,30,4,904387916,5,0,99,0,0,2019-07-28
19088,13,14,15,21,23,29,13,848907760,18,0,77,0,0,2019-07-30
19089,2,4,14,16,20,22,11,851666935,7,0,104,0,0,2019-08-01
19090,2,3,6,8,14,22,4,912434874,2,0,93,0,0,2019-08-04
19091,7,10,21,24,29,32,11,965901226,2,0,94,0,0,2019-08-06
19092,9,17,27,28,32,33,8,961868391,6,0,67,0,0,2019-08-08
19093,5,7,8,9,20,22,2,870686214,27,0,629,0,0,2019-08-11
19094,5,10,12,18,19,27,6,870773310,8,0,301,0,0,2019-08-13
19095,2,5,14,19,21,28,1,908224516,3,0,95,0,0,2019-08-15
19096,5,7,12,18,27,32,11,720969696,48,0,310,0,0,2019-08-18
19097,3,5,18,24,25,31,9,729874065,5,0,98,0,0,2019-08-20
19098,3,11,12,14,17,26,9,759762439,4,0,136,0,0,2019-08-22
19099,7,14,22,23,27,30,8,667283924,26,0,185,0,0,2019-08-25
19100,1,4,12,13,30,32,8,720116287,2,0,60,0,0,2019-08-27
19101,1,4,9,21,31,33,5,716370043,4,0,77,0,0,2019-08-29
19102,3,8,12,16,20,32,12,665286304,18,0,198,0,0,2019-09-01
19103,4,12,14,21,27,29,12,726754909,2,0,101,0,0,2019-09-03
19104,1,5,16,17,18,24,10,727332881,7,0,120,0,0,2019-09-05
19105,2,13,15,17,26,33,1,754476375,6,0,85,0,0,2019-09-08
19106,2,14,22,27,30,33,14,799590658,3,0,65,0,0,2019-09-10
19107,2,6,8,23,27,32,2,856645293,2,0,54,0,0,2019-09-12
19108,7,13,19,22,25,32,13,842165456,13,0,110,0,0,2019-09-15
19109,3,6,7,17,28,31,10,862636404,5,0,218,0,0,2019-09-17
19110,1,18,22,26,27,28,8,869553104,8,0,89,0,0,2019-09-19
19111,7,18,20,22,24,33,1,907833069,6,0,82,0,0,2019-09-22
19112,3,12,14,17,23,27,1,939911612,6,0,173,0,0,2019-09-24
19113,1,5,19,21,25,33,15,966030310,5,0,118,0,0,2019-09-26
19114,2,4,9,11,12,30,1,1016450569,4,0,180,0,0,2019-09-29
19115,4,10,11,14,15,29,5,1023230427,8,0,137,0,0,2019-10-08
19116,1,8,9,13,16,33,1,1047187205,7,0,146,0,0,2019-10-10
19117,3,5,11,28,32,33,1,1085958852,5,0,135,0,0,2019-10-13
19118,12,14,15,25,28,31,4,1105685807,6,0,142,0,0,2019-10-15
19119,4,20,22,24,26,33,7,1089354655,9,0,73,0,0,2019-10-17
19120,10,12,27,31,32,33,3,1117954087,5,0,85,0,0,2019-10-20
19121,2,6,15,21,30,31,2,1091862134,15,0,138,0,0,2019-10-22
19122,4,10,15,19,21,23,2,1131287397,4,0,117,0,0,2019-10-24
19123,2,6,8,17,28,30,6,1067428638,19,0,366,0,0,2019-10-27
19124,4,9,30,31,32,33,1,1042703541,14,0,153,0,0,2019-10-29
19125,2,11,12,26,27,29,3,1054933143,8,0,253,0,0,2019-10-31
19126,2,14,17,29,32,33,16,1062273688,8,0,81,0,0,2019-11-03
19127,2,6,7,12,17,24,10,1027292513,15,0,227,0,0,2019-11-05
19128,3,8,12,16,17,19,8,1008312621,9,0,118,0,0,2019-11-07
19129,3,4,7,9,15,26,7,952320130,20,0,360,0,0,2019-11-10
19130,1,7,9,11,24,32,16,951230446,15,0,151,0,0,2019-11-12
19131,9,17,19,20,24,31,4,955790186,12,0,195,0,0,2019-11-14
19132,4,6,11,14,19,33,7,981615374,7,0,141,0,0,2019-11-17
19133,3,7,16,21,24,31,7,997265432,10,0,163,0,0,2019-11-19
19134,1,4,6,22,29,30,3,1027388308,7,0,99,0,0,2019-11-21
19135,3,6,10,11,27,33,3,1086229996,4,0,145,0,0,2019-11-24
19136,12,14,15,17,29,33,12,1105571297,7,0,50,0,0,2019-11-26
19137,7,10,13,19,23,31,6,1015204480,27,0,230,0,0,2019-11-28
19138,2,6,12,30,31,32,11,986542917,15,0,221,0,0,2019-12-01
19139,8,14,20,23,30,33,11,1043301115,4,0,87,0,0,2019-12-03
19140,2,4,9,11,14,22,5,966423413,25,0,187,0,0,2019-12-05
19141,10,13,14,15,17,33,14,1042760527,2,0,101,0,0,2019-12-08
19142,8,14,24,27,29,33,9,998995951,14,0,72,0,0,2019-12-10
19143,5,13,15,16,26,32,9,986249870,11,0,471,0,0,2019-12-12
19144,2,12,15,19,27,30,3,991024359,13,0,276,0,0,2019-12-15
19145,1,8,13,17,18,19,16,969648184,15,0,145,0,0,2019-12-17
19146,1,4,10,12,30,32,14,1030878448,4,0,82,0,0,2019-12-19
19147,1,9,12,14,23,27,12,1035973571,10,0,120,0,0,2019-12-22
19148,9,10,13,20,26,27,8,870667904,42,0,179,0,0,2019-12-24
19149,1,6,27,28,31,33,7,836506504,16,0,120,0,0,2019-12-26
19150,2,9,14,22,27,29,2,855139985,9,0,158,0,0,2019-12-29
19151,2,6,9,18,24,26,14,885545850,8,0,121,0,0,2019-12-31
20001,2,15,23,26,29,30,2,939054504,4,0,113,0,0,2020-01-02
20002,4,9,14,15,16,29,11,911355134,16,0,194,0,0,2020-01-05
20003,9,17,26,29,30,32,3,885816521,16,0,134,0,0,2020-01-07
20004,2,15,17,27,32,33,3,906654598,7,0,189,0,0,2020-01-09
20005,11,16,17,22,26,32,4,920486146,8,0,224,0,0,2020-01-12
20006,3,4,5,10,16,32,9,860929224,20,0,363,0,0,2020-01-14
20007,5,12,17,20,25,31,10,709741377,38,0,269,0,0,2020-01-16
20008,1,4,6,10,11,28,16,680964320,17,0,262,0,0,2020-01-19
20009,3,6,8,14,19,26,12,645107708,16,0,253,0,0,2020-01-21
20010,11,14,22,27,31,32,9,654279153,2,0,42,0,0,2020-03-12
20011,4,5,7,17,18,29,1,638032121,8,0,67,0,0,2020-03-15
20012,4,13,14,23,26,31,9,652719440,3,0,112,0,0,2020-03-17
20013,2,8,10,20,21,30,14,660220960,4,0,184,0,0,2020-03-19
20014,2,7,8,10,12,16,7,661997100,5,0,66,0,0,2020-03-22
20015,8,9,22,24,30,33,1,712719613,1,0,60,0,0,2020-03-24
20016,5,6,8,17,24,27,7,685053744,12,0,89,0,0,2020-03-26
20017,2,4,7,15,20,27,4,650980126,15,0,127,0,0,2020-03-29
20018,5,7,8,11,17,22,13,640479172,8,0,188,0,0,2020-03-31
20019,15,19,27,28,30,33,3,652393178,7,0,60,0,0,2020-04-02
20020,1,6,9,13,15,22,14,685979970,4,0,91,0,0,2020-04-05
20021,2,6,14,16,27,31,7,696474938,5,0,116,0,0,2020-04-07
20022,2,10,20,22,25,30,2,695229480,8,0,97,0,0,2020-04-09
20023,4,5,20,21,30,33,8,702813893,6,0,107,0,0,2020-04-12
20024,10,13,27,28,29,31,8,707451262,8,0,94,0,0,2020-04-14
20025,1,9,10,15,20,29,2,742200788,4,0,156,0,0,2020-04-16
20026,1,4,9,18,19,31,6,769853394,3,0,106,0,0,2020-04-19
20027,12,13,14,24,25,28,6,810989197,3,0,112,0,0,2020-04-21
20028,5,6,15,18,26,32,8,823449380,7,0,153,0,0,2020-04-23
20029,1,12,18,20,30,32,5,835276431,7,0,63,0,0,2020-04-26
20030,17,18,21,29,30,32,3,896891829,1,0,74,0,0,2020-04-28
20031,2,5,9,15,16,27,9,850135149,14,0,310,0,0,2020-04-30
20032,3,11,13,14,15,26,13,843200936,11,0,135,0,0,2020-05-03
20033,7,10,12,21,31,32,1,879873846,4,0,97,0,0,2020-05-05
20034,2,8,15,16,26,32,3,878740204,11,0,182,0,0,2020-05-07
20035,10,14,24,25,28,33,11,911288358,4,0,97,0,0,2020-05-10
20036,7,9,16,22,24,32,6,944994783,3,0,104,0,0,2020-05-12
20037,1,4,11,13,17,24,15,944864355,6,0,65,0,0,2020-05-14
20038,1,6,7,18,23,24,15,922526038,15,0,317,0,0,2020-05-17
20039,2,9,10,11,16,29,2,925841149,9,0,166,0,0,2020-05-19
20040,1,6,12,16,19,21,4,947818891,5,0,92,0,0,2020-05-21
20041,6,7,16,22,24,25,13,1005915378,2,0,102,0,0,2020-05-24
20042,2,6,7,11,14,31,3,1027873219,5,0,98,0,0,2020-05-26
20043,1,11,24,25,27,30,7,1043134035,5,0,64,0,0,2020-05-28
20044,7,8,16,17,19,24,7,1042719025,10,0,107,0,0,2020-05-31
20045,2,3,15,21,22,33,16,1010042406,16,0,115,0,0,2020-06-02
20046,13,19,25,26,27,32,8,1010760962,7,0,87,0,0,2020-06-04
20047,4,10,17,19,28,32,1,1021279165,10,0,140,0,0,2020-06-07
20048,12,14,18,23,30,32,2,1046798674,6,0,75,0,0,2020-06-09
20049,1,7,9,12,18,22,4,1062851807,7,0,140,0,0,2020-06-11
20050,4,9,17,20,32,33,15,1101983169,5,0,90,0,0,2020-06-14
20051,3,6,8,11,19,28,8,1014976572,23,0,268,0,0,2020-06-16
20052,2,8,13,29,32,33,15,1085336824,2,0,53,0,0,2020-06-18
20053,2,14,15,16,32,33,1,1057074616,19,0,360,0,0,2020-06-21
20054,3,10,19,25,26,31,2,1050374135,11,0,210,0,0,2020-06-23
20055,1,5,7,23,28,30,12,1009674637,14,0,198,0,0,2020-06-25
20056,2,5,8,12,26,31,14,984522456,17,0,186,0,0,2020-06-28
20057,9,14,21,23,26,32,3,1019998705,3,0,113,0,0,2020-06-30
20058,1,3,11,12,19,26,7,958212978,18,0,136,0,0,2020-07-02
20059,2,4,10,17,22,25,14,1002178704,4,0,190,0,0,2020-07-05
20060,5,9,14,20,24,30,8,837071557,38,0,554,0,0,2020-07-07
20061,8,17,24,26,27,31,4,903858043,1,0,91,0,0,2020-07-09
20062,10,14,17,22,26,27,5,932509919,5,0,94,0,0,2020-07-12
20063,12,15,16,22,29,32,14,991892696,3,0,103,0,0,2020-07-14
20064,1,3,7,21,27,32,1,1063056063,1,0,77,0,0,2020-07-16
20065,9,15,18,21,23,26,8,1090832907,5,0,89,0,0,2020-07-19
20066,2,9,13,17,26,28,7,1057341835,15,0,137,0,0,2020-07-21
20067,4,7,9,23,27,30,8,1061790227,10,0,140,0,0,2020-07-23
20068,12,16,21,26,27,32,10,996910195,17,0,128,0,0,2020-07-26
20069,3,9,10,13,18,26,4,1016346427,7,0,99,0,0,2020-07-28
20070,1,2,4,6,19,21,15,953784945,23,0,100,0,0,2020-07-30
20071,9,11,12,13,22,23,8,931954524,12,0,133,0,0,2020-08-02
20072,6,8,10,15,17,26,4,945569865,7,0,104,0,0,2020-08-04
20073,5,7,11,13,27,29,3,949682723,8,0,129,0,0,2020-08-06
20074,4,8,9,13,19,33,12,974585503,5,0,107,0,0,2020-08-09
20075,3,11,13,20,24,30,16,1031374526,1,0,143,0,0,2020-08-11
20076,10,15,16,18,20,27,6,1033084399,8,0,82,0,0,2020-08-13
20077,3,10,16,21,25,27,12,960537693,27,0,326,0,0,2020-08-16
20078,3,11,14,16,21,32,4,1029746619,1,0,76,0,0,2020-08-18
20079,5,12,20,21,22,29,14,1058784536,6,0,183,0,0,2020-08-20
20080,14,15,18,22,31,33,1,1122276717,2,0,70,0,0,2020-08-23
20081,1,5,13,14,27,33,15,1129524256,11,0,108,0,0,2020-08-25
20082,2,8,11,17,21,30,9,1025240399,22,0,320,0,0,2020-08-27
20083,1,19,25,26,30,31,12,1046377044,7,0,96,0,0,2020-08-30
20084,3,7,16,17,23,30,7,997837500,15,0,265,0,0,2020-09-01
20085,1,2,5,9,19,24,16,1039096893,3,0,135,0,0,2020-09-03
20086,2,4,6,15,24,27,6,1051310454,7,0,117,0,0,2020-09-06
20087,11,15,20,23,25,33,10,1066743130,5,0,44,0,0,2020-09-08
20088,1,6,12,26,29,30,12,1049789346,14,0,175,0,0,2020-09-10
20089,2,14,16,21,29,30,10,1061368833,11,0,113,0,0,2020-09-13
20090,2,21,23,26,31,32,6,1090266240,6,0,43,0,0,2020-09-15
20091,1,9,11,12,16,19,16,1088865952,11,0,120,0,0,2020-09-17
20092,1,6,12,18,22,24,3,1113718036,6,0,160,0,0,2020-09-20
20093,4,5,10,13,15,19,15,1159982996,4,0,110,0,0,2020-09-22
20094,10,15,17,27,29,31,8,1182554395,2,0,57,0,0,2020-09-24
20095,3,9,16,17,20,26,2,1197849256,6,0,283,0,0,2020-09-27
20096,1,20,23,26,27,32,15,1228050661,8,0,57,0,0,2020-09-29
20097,2,8,21,25,26,30,10,1147656700,22,0,418,0,0,2020-10-06
20098,6,8,11,22,25,33,2,1171889114,7,0,172,0,0,2020-10-08
20099,5,6,11,12,15,30,12,1181200651,7,0,258,0,0,2020-10-11
20100,1,7,15,16,20,23,7,1167865459,9,0,119,0,0,2020-10-13
20101,10,17,24,25,28,30,15,1196363693,7,0,109,0,0,2020-10-15
20102,9,10,19,25,26,29,8,837068374,73,0,472,0,0,2020-10-18
20103,4,9,10,22,28,32,8,812186919,13,0,136,0,0,2020-10-20
20104,4,8,10,16,27,29,9,806356097,9,0,102,0,0,2020-10-22
20105,6,14,19,20,22,24,1,837418291,6,0,117,0,0,2020-10-25
20106,2,4,11,15,18,28,10,802335158,14,0,123,0,0,2020-10-27
20107,3,9,11,24,25,28,16,835776030,5,0,185,0,0,2020-10-29
20108,10,12,15,17,23,32,5,793968638,18,0,123,0,0,2020-11-01
20109,6,13,16,20,23,32,13,723801259,23,0,133,0,0,2020-11-03
20110,2,6,9,14,22,25,4,721987721,9,0,102,0,0,2020-11-05
20111,6,9,17,22,24,26,16,808174858,3,0,106,0,0,2020-11-08
20112,2,9,12,17,28,32,5,802000209,14,0,263,0,0,2020-11-10
20113,1,3,7,10,22,32,11,772385388,7,0,114,0,0,2020-11-12
20114,1,5,11,24,30,32,3,757446327,16,0,171,0,0,2020-11-15
20115,1,4,12,20,25,32,2,837138988,2,0,114,0,0,2020-11-17
20116,5,6,14,16,19,27,10,841135768,9,0,172,0,0,2020-11-19
20117,7,8,9,10,16,27,7,785993086,19,0,225,0,0,2020-11-22
20118,11,13,19,26,30,33,5,835737606,4,0,114,0,0,2020-11-24
20119,1,9,22,28,32,33,15,837777744,12,0,117,0,0,2020-11-26
20120,1,2,3,4,9,10,12,738529199,28,0,535,0,0,2020-11-29
20121,2,4,6,21,25,29,3,777556587,5,0,91,0,0,2020-12-01
20122,12,15,17,24,26,31,15,810048147,7,0,484,0,0,2020-12-03
20123,1,3,18,19,26,29,3,869247735,5,0,106,0,0,2020-12-06
20124,16,18,19,20,29,33,12,916453174,3,0,53,0,0,2020-12-08
20125,5,12,16,26,30,31,13,942641447,8,0,162,0,0,2020-12-10
20126,3,7,12,14,23,28,11,823570698,33,0,337,0,0,2020-12-13
20127,1,4,18,19,26,31,7,824075658,9,0,183,0,0,2020-12-15
20128,8,10,15,16,23,26,10,794699858,14,0,137,0,0,2020-12-17
20129,1,2,5,15,28,33,4,786807887,14,0,116,0,0,2020-12-20
20130,8,9,11,14,17,29,16,793700272,9,0,160,0,0,2020-12-22
20131,8,19,22,26,27,30,7,791358796,10,0,139,0,0,2020-12-24
20132,1,4,11,12,14,23,4,839661890,5,0,106,0,0,2020-12-27
20133,3,19,22,23,27,29,7,893973468,3,0,99,0,0,2020-12-29
20134,2,9,10,20,22,26,1,704501324,48,0,275,0,0,2020-12-31
21001,2,3,13,18,20,31,11,710439245,10,0,126,0,0,2021-01-03
21002,6,10,13,25,26,32,11,718352017,10,0,185,0,0,2021-01-05
21003,6,9,16,18,22,29,11,753939585,5,0,136,0,0,2021-01-07
21004,2,3,7,8,17,22,15,824817771,2,0,208,0,0,2021-01-10
21005,7,9,14,26,30,31,4,806944718,14,0,76,0,0,2021-01-12
21006,6,8,22,24,25,26,1,822318331,10,0,194,0,0,2021-01-14
21007,2,4,12,21,25,32,16,885330100,3,0,104,0,0,2021-01-17
