period,red1,red2,red3,red4,red5,red6,blue,jackpot,first_prize_count,first_prize_amount,second_prize_count,second_prize_amount,total_bet_amount,draw_date
13122,7,10,13,15,26,27,11,75670240,10,0,173,0,0,2013-10-17
13123,1,2,6,11,17,25,2,86159328,12,0,109,0,0,2013-10-20
13124,3,9,15,23,25,30,7,107102896,8,0,140,0,0,2013-10-22
13125,4,6,8,18,25,28,16,123047728,8,0,308,0,0,2013-10-24
13126,4,10,19,27,31,33,16,162711340,5,0,155,0,0,2013-10-27
13127,2,3,13,20,22,33,14,197309615,5,0,216,0,0,2013-10-29
13128,7,13,17,19,25,31,8,201975928,8,0,156,0,0,2013-10-31
13129,5,6,10,14,27,31,14,262553088,4,0,144,0,0,2013-11-03
13130,1,3,15,16,31,33,8,256689792,12,0,115,0,0,2013-11-05
13131,4,6,12,17,19,26,9,199798632,18,0,130,0,0,2013-11-07
13132,20,21,22,23,25,27,12,124670825,25,0,176,0,0,2013-11-10
13133,4,7,12,19,22,25,1,119827596,12,0,248,0,0,2013-11-12
13134,1,17,18,19,25,29,10,82346272,16,0,118,0,0,2013-11-14
13135,9,23,24,25,29,31,12,139074525,5,0,113,0,0,2013-11-17
13136,4,6,14,16,18,26,6,116962560,12,0,139,0,0,2013-11-19
13137,4,17,19,23,24,27,10,51312261,27,0,420,0,0,2013-11-21
13138,4,15,16,24,27,28,3,74254260,10,0,161,0,0,2013-11-24
13139,7,8,11,13,21,27,8,30000000,25,0,184,0,0,2013-11-26
13140,1,5,12,13,21,22,10,76786944,4,0,125,0,0,2013-11-28
13141,3,4,5,25,30,31,4,30000000,25,0,180,0,0,2013-12-01
13142,11,12,14,20,22,29,14,63900184,8,0,119,0,0,2013-12-03
13143,12,18,21,22,27,32,11,82747368,8,0,90,0,0,2013-12-05
13144,5,7,12,19,27,31,2,99467508,12,0,308,0,0,2013-12-08
13145,6,10,13,16,23,24,15,92904565,13,0,237,0,0,2013-12-10
13146,8,20,25,30,32,33,1,162543128,4,0,147,0,0,2013-12-12
13147,2,15,16,17,19,30,8,117026496,18,0,132,0,0,2013-12-15
13148,6,11,12,14,17,22,1,154199665,5,0,120,0,0,2013-12-17
13149,9,18,25,26,30,32,11,155929878,9,0,117,0,0,2013-12-19
13150,1,15,16,25,26,29,10,188178865,5,0,93,0,0,2013-12-22
13151,3,9,10,19,28,33,9,30000000,45,0,391,0,0,2013-12-24
13152,4,6,14,16,18,29,5,30000000,28,0,213,0,0,2013-12-26
13153,8,11,13,18,28,33,10,76364070,6,0,116,0,0,2013-12-29
13154,7,11,14,19,24,29,5,69636912,16,0,182,0,0,2013-12-31
14001,3,9,15,20,27,29,1,136130274,3,0,139,0,0,2014-01-02
14002,4,21,23,31,32,33,4,157176954,6,0,105,0,0,2014-01-05
14003,6,10,11,28,30,33,12,169237320,6,0,147,0,0,2014-01-07
14004,1,4,19,22,24,25,15,201488460,5,0,113,0,0,2014-01-09
14005,15,18,23,27,32,33,4,237244320,6,0,77,0,0,2014-01-12
14006,3,4,7,17,21,27,14,30000000,70,0,296,0,0,2014-01-14
14007,8,10,12,14,18,28,14,58697890,13,0,198,0,0,2014-01-16
14008,5,14,16,21,29,30,12,99040432,8,0,189,0,0,2014-01-19
14009,8,9,19,20,25,32,16,127264176,6,0,229,0,0,2014-01-21
14010,5,7,8,20,31,33,11,168977284,2,0,207,0,0,2014-01-23
14011,9,10,13,14,21,32,2,185230836,7,0,120,0,0,2014-01-26
14012,1,8,11,19,21,24,8,193817286,6,0,79,0,0,2014-01-28
14013,5,9,13,15,17,21,13,174532572,12,0,127,0,0,2014-02-09
14014,4,9,19,22,25,29,15,174399960,10,0,128,0,0,2014-02-11
14015,2,11,19,30,32,33,9,153702230,11,0,101,0,0,2014-02-13
14016,2,3,7,13,21,24,8,189407019,3,0,106,0,0,2014-02-16
14017,4,6,7,14,25,26,10,89220000,24,0,218,0,0,2014-02-18
14018,13,17,18,21,30,33,15,152153450,5,0,51,0,0,2014-02-20
14019,2,10,15,19,20,21,7,149062025,5,0,95,0,0,2014-02-23
14020,9,14,17,23,24,25,15,195215928,4,0,118,0,0,2014-02-25
14021,8,10,15,17,22,29,12,190297125,9,0,119,0,0,2014-02-27
14022,4,6,7,10,21,26,16,208621864,8,0,110,0,0,2014-03-02
14023,7,9,13,17,21,22,10,192597457,13,0,178,0,0,2014-03-04
14024,8,10,16,20,23,30,9,102252288,24,0,288,0,0,2014-03-06
14025,1,5,10,14,16,30,16,176129274,3,0,96,0,0,2014-03-09
14026,1,2,5,6,11,23,14,234682846,2,0,135,0,0,2014-03-11
14027,8,10,14,16,30,31,1,301167546,2,0,75,0,0,2014-03-13
14028,6,16,21,27,30,32,5,309604392,8,0,72,0,0,2014-03-16
14029,2,7,14,16,21,29,14,335945528,8,0,137,0,0,2014-03-18
14030,12,18,19,23,24,30,10,343001056,8,0,208,0,0,2014-03-20
14031,4,10,16,17,21,27,14,331429504,16,0,368,0,0,2014-03-23
14032,1,2,14,22,29,33,7,363106803,3,0,94,0,0,2014-03-25
14033,5,13,23,28,32,33,12,319148956,17,0,303,0,0,2014-03-27
14034,1,3,4,8,25,31,6,242743280,20,0,102,0,0,2014-03-30
14035,7,8,9,17,32,33,6,239056900,10,0,199,0,0,2014-04-01
14036,1,7,8,9,11,22,3,115259940,30,0,351,0,0,2014-04-03
14037,6,13,14,24,25,30,7,64542096,18,0,261,0,0,2014-04-06
14038,4,7,22,23,24,33,16,95544036,9,0,111,0,0,2014-04-08
14039,3,11,15,19,20,31,7,140977080,5,0,274,0,0,2014-04-10
14040,3,4,6,11,12,15,8,129726387,9,0,119,0,0,2014-04-13
14041,7,11,16,18,21,22,2,180069774,2,0,93,0,0,2014-04-15
14042,12,15,20,25,28,33,14,267308119,0,0,90,0,0,2014-04-17
14043,2,5,9,14,24,33,9,210637936,16,0,118,0,0,2014-04-20
14044,4,9,21,27,28,33,12,234600372,4,0,136,0,0,2014-04-22
14045,2,4,9,11,19,22,15,173383408,22,0,128,0,0,2014-04-24
14046,2,10,11,17,18,22,10,151808850,10,0,121,0,0,2014-04-27
14047,8,10,11,12,19,29,15,175063188,6,0,231,0,0,2014-04-29
14048,6,9,16,17,24,25,16,167548980,10,0,209,0,0,2014-05-01
14049,6,7,16,17,23,32,6,138239115,15,0,176,0,0,2014-05-04
14050,3,17,23,25,26,32,13,153092388,6,0,117,0,0,2014-05-06
14051,10,16,19,21,23,24,13,172124407,7,0,69,0,0,2014-05-08
14052,9,13,15,28,30,33,8,130683658,14,0,152,0,0,2014-05-11
14053,14,17,19,22,26,31,2,192683993,1,0,80,0,0,2014-05-13
14054,1,4,5,11,29,30,14,163007572,14,0,331,0,0,2014-05-15
14055,2,9,14,19,21,30,4,166904832,8,0,141,0,0,2014-05-18
14056,1,11,18,20,28,29,1,189835134,6,0,117,0,0,2014-05-20
14057,2,4,12,18,23,31,8,211270800,6,0,92,0,0,2014-05-22
14058,2,3,12,13,14,25,11,35549494,38,0,213,0,0,2014-05-25
14059,5,8,12,13,23,25,13,33384288,14,0,192,0,0,2014-05-27
14060,3,5,14,18,25,33,6,77191491,1,0,156,0,0,2014-05-29
14061,2,14,17,27,28,31,8,63402256,16,0,210,0,0,2014-06-01
14062,6,9,15,24,25,26,9,30000000,58,0,396,0,0,2014-06-03
14063,3,8,17,21,22,31,16,55534992,8,0,224,0,0,2014-06-05
14064,2,9,15,16,29,32,14,51701734,14,0,287,0,0,2014-06-08
14065,3,4,5,8,10,22,6,50353786,14,0,131,0,0,2014-06-10
14066,2,5,15,17,18,21,16,117743004,3,0,89,0,0,2014-06-12
14067,1,6,7,17,18,23,6,91365232,16,0,203,0,0,2014-06-15
14068,4,12,13,22,27,29,16,162571614,3,0,122,0,0,2014-06-17
14069,5,12,17,19,25,30,11,144097840,10,0,218,0,0,2014-06-19
14070,1,7,9,19,28,29,7,46472150,25,0,199,0,0,2014-06-22
14071,2,4,12,17,22,25,14,30000000,34,0,432,0,0,2014-06-24
14072,1,3,7,13,19,32,16,92535036,3,0,106,0,0,2014-06-26
14073,1,12,16,20,30,33,2,158150815,5,0,79,0,0,2014-06-29
14074,1,3,6,13,30,31,12,211476892,1,0,88,0,0,2014-07-01
14075,3,9,11,22,27,29,6,133787352,24,0,169,0,0,2014-07-03
14076,6,10,12,17,18,33,11,177753477,3,0,76,0,0,2014-07-06
14077,8,9,12,15,19,22,10,174008032,8,0,140,0,0,2014-07-08
14078,2,3,5,6,9,17,7,169313373,9,0,112,0,0,2014-07-10
14079,2,7,16,22,27,28,2,198155300,7,0,168,0,0,2014-07-13
14080,5,14,16,17,25,30,7,251469908,1,0,254,0,0,2014-07-15
14081,8,14,22,24,27,29,10,275196240,6,0,88,0,0,2014-07-17
14082,2,4,20,25,26,29,11,297439788,6,0,90,0,0,2014-07-20
14083,5,6,19,21,23,33,12,316186254,6,0,111,0,0,2014-07-22
14084,1,6,9,10,13,25,8,324879900,6,0,107,0,0,2014-07-24
14085,1,2,11,19,23,29,8,300168090,15,0,106,0,0,2014-07-27
14086,2,4,10,12,14,30,8,321991524,6,0,147,0,0,2014-07-29
14087,6,18,22,23,32,33,6,341554266,6,0,89,0,0,2014-07-31
14088,3,6,11,14,16,29,15,380020836,4,0,100,0,0,2014-08-03
14089,4,6,14,17,27,30,9,327508140,15,0,145,0,0,2014-08-05
14090,5,9,11,19,24,32,13,285022119,17,0,201,0,0,2014-08-07
14091,1,5,12,19,27,29,14,312855494,7,0,148,0,0,2014-08-10
14092,3,13,18,19,22,26,7,308790808,8,0,185,0,0,2014-08-12
14093,2,8,9,10,20,29,5,207035236,23,0,205,0,0,2014-08-14
14094,1,10,18,20,23,29,1,273173708,2,0,79,0,0,2014-08-17
14095,5,6,8,14,22,31,8,279324805,5,0,134,0,0,2014-08-19
14096,12,14,17,19,22,24,8,312395240,4,0,86,0,0,2014-08-21
14097,7,13,24,25,27,32,15,369675882,3,0,148,0,0,2014-08-24
14098,2,13,17,20,29,31,7,392834215,5,0,77,0,0,2014-08-26
14099,1,5,10,11,13,32,14,432609020,4,0,47,0,0,2014-08-28
14100,1,6,9,10,14,16,11,472918194,3,0,90,0,0,2014-08-31
14101,16,18,20,23,24,32,7,529892270,2,0,61,0,0,2014-09-02
14102,14,16,21,24,28,31,13,582985842,3,0,80,0,0,2014-09-04
14103,3,8,9,10,18,33,4,589633520,8,0,179,0,0,2014-09-07
14104,2,6,12,19,27,28,13,624461375,5,0,372,0,0,2014-09-09
14105,14,16,17,19,27,32,4,662968446,6,0,67,0,0,2014-09-11
14106,9,14,17,18,21,25,15,718893160,4,0,124,0,0,2014-09-14
14107,11,14,17,22,25,27,16,752252140,5,0,117,0,0,2014-09-16
14108,3,8,9,20,23,28,2,735850612,14,0,357,0,0,2014-09-18
14109,2,5,11,15,19,28,2,732608704,16,0,304,0,0,2014-09-21
14110,1,8,11,13,19,30,6,759917456,4,0,143,0,0,2014-09-23
14111,2,8,17,20,22,28,2,809720000,5,0,86,0,0,2014-09-25
14112,1,15,16,21,24,30,3,754185552,16,0,150,0,0,2014-09-28
14113,12,14,28,31,32,33,7,794394502,2,0,61,0,0,2014-09-30
14114,2,7,23,30,32,33,10,803604936,4,0,64,0,0,2014-10-02
14115,1,9,10,11,13,32,3,329463486,107,0,176,0,0,2014-10-05
14116,9,10,14,15,19,29,16,349707904,8,0,178,0,0,2014-10-07
14117,5,10,17,25,28,29,4,364535919,9,0,316,0,0,2014-10-09
14118,5,7,15,18,26,30,3,348405240,15,0,328,0,0,2014-10-12
14119,6,13,17,20,26,29,9,293508896,16,0,138,0,0,2014-10-14
14120,1,7,12,16,23,28,4,236996485,23,0,375,0,0,2014-10-16
14121,1,2,13,22,28,30,9,216715500,15,0,265,0,0,2014-10-19
14122,6,9,11,16,20,29,11,178571232,16,0,156,0,0,2014-10-21
14123,1,6,11,17,28,33,5,66611994,31,0,447,0,0,2014-10-23
14124,2,17,20,24,31,33,4,149338971,3,0,72,0,0,2014-10-26
14125,10,11,15,26,31,32,6,177881270,5,0,84,0,0,2014-10-28
14126,6,11,16,17,22,27,1,92547000,28,0,425,0,0,2014-10-30
14127,2,10,12,21,23,27,12,71262030,15,0,189,0,0,2014-11-02
14128,5,7,8,17,18,24,14,87337680,10,0,180,0,0,2014-11-04
14129,5,8,9,20,28,32,2,127351182,7,0,207,0,0,2014-11-06
14130,1,2,10,24,30,33,10,176970840,3,0,77,0,0,2014-11-09
14131,5,17,21,22,28,32,14,211523816,7,0,211,0,0,2014-11-11
14132,5,6,14,15,18,33,8,215841500,5,0,81,0,0,2014-11-13
14133,13,14,16,23,30,31,13,245415332,4,0,125,0,0,2014-11-16
14134,5,16,22,23,26,28,2,279769385,7,0,124,0,0,2014-11-18
14135,2,4,11,13,25,33,1,332494676,4,0,210,0,0,2014-11-20
14136,3,16,19,27,31,32,10,405577188,1,0,112,0,0,2014-11-23
14137,3,6,9,11,25,29,9,296658774,27,0,223,0,0,2014-11-25
14138,4,6,13,29,31,33,13,333290635,5,0,126,0,0,2014-11-27
14139,1,14,15,20,25,29,11,340012160,10,0,102,0,0,2014-11-30
14140,6,10,11,14,17,33,6,355086600,5,0,102,0,0,2014-12-02
14141,8,9,11,16,21,24,10,298381028,22,0,168,0,0,2014-12-04
14142,6,21,22,23,25,28,13,343788680,5,0,100,0,0,2014-12-07
14143,3,12,18,20,25,26,16,323244502,14,0,197,0,0,2014-12-09
14144,3,5,6,9,10,27,14,350262546,6,0,191,0,0,2014-12-11
14145,10,12,13,23,26,29,11,359386704,9,0,142,0,0,2014-12-14
14146,1,6,13,20,29,32,1,428190888,3,0,100,0,0,2014-12-16
14147,6,7,22,26,31,32,10,460352344,4,0,93,0,0,2014-12-18
14148,1,2,5,12,15,16,13,479691558,9,0,133,0,0,2014-12-21
14149,7,9,10,15,19,33,1,562421886,2,0,154,0,0,2014-12-23
14150,3,8,14,22,24,32,9,557171217,9,0,161,0,0,2014-12-25
14151,4,5,8,11,21,27,8,521118039,13,0,195,0,0,2014-12-28
14152,8,13,15,20,21,25,12,504014400,12,0,99,0,0,2014-12-30
15001,1,7,9,16,20,23,6,512536696,8,0,125,0,0,2015-01-01
15002,7,15,16,25,28,32,5,504837957,13,0,152,0,0,2015-01-04
15003,10,15,20,23,24,31,15,529251380,5,0,98,0,0,2015-01-06
15004,2,14,15,16,23,24,10,551117080,5,0,84,0,0,2015-01-08
15005,7,10,16,17,18,32,15,589772988,7,0,142,0,0,2015-01-11
15006,1,10,11,29,31,33,13,613260305,7,0,156,0,0,2015-01-13
15007,1,7,9,17,20,33,8,615032608,8,0,96,0,0,2015-01-15
15008,4,7,10,16,20,22,3,641915910,6,0,146,0,0,2015-01-18
15009,4,7,14,17,21,25,14,642387330,13,0,171,0,0,2015-01-20
15010,1,2,3,8,21,31,9,650777351,7,0,78,0,0,2015-01-22
15011,4,14,15,17,18,20,15,710557160,5,0,100,0,0,2015-01-25
15012,3,5,22,23,29,31,6,649012056,21,0,91,0,0,2015-01-27
15013,8,9,24,25,26,29,1,649780284,12,0,155,0,0,2015-01-29
15014,2,12,16,19,27,30,11,305609400,72,0,634,0,0,2015-02-01
15015,1,7,20,24,25,33,4,325790184,6,0,94,0,0,2015-02-03
15016,2,6,10,15,17,31,13,326819010,10,0,96,0,0,2015-02-05
15017,13,18,20,25,27,33,12,357142667,7,0,73,0,0,2015-02-08
15018,6,9,12,14,28,29,9,343063140,10,0,207,0,0,2015-02-10
15019,2,6,11,19,25,26,4,337065060,12,0,213,0,0,2015-02-12
15020,1,4,7,19,22,23,4,359013634,7,0,175,0,0,2015-02-15
15021,14,15,16,17,27,28,8,311412624,16,0,147,0,0,2015-02-17
15022,4,7,10,16,23,25,10,333076429,7,0,242,0,0,2015-02-26
15023,8,9,10,13,29,30,1,344102175,9,0,297,0,0,2015-03-01
15024,9,11,16,18,23,24,10,361697874,6,0,83,0,0,2015-03-03
15025,10,11,12,15,27,32,14,428205689,0,0,89,0,0,2015-03-05
15026,2,13,17,21,22,33,13,399549056,16,0,131,0,0,2015-03-08
15027,5,7,9,16,26,29,7,269549046,26,0,147,0,0,2015-03-10
15028,4,7,10,26,27,28,14,282421976,8,0,292,0,0,2015-03-12
15029,7,14,15,19,21,28,7,290603075,7,0,109,0,0,2015-03-15
15030,8,11,14,15,16,26,7,308254584,6,0,104,0,0,2015-03-17
15031,1,5,7,22,26,32,11,301014330,10,0,113,0,0,2015-03-19
15032,11,14,16,18,29,32,16,322806048,6,0,98,0,0,2015-03-22
15033,3,6,21,29,31,32,5,350190906,2,0,93,0,0,2015-03-24
15034,12,13,17,18,20,27,13,372366860,5,0,201,0,0,2015-03-26
15035,1,8,9,22,24,33,3,356011799,13,0,226,0,0,2015-03-29
15036,4,6,16,17,26,33,3,385090460,5,0,122,0,0,2015-03-31
15037,5,7,12,18,28,31,3,456745930,0,0,232,0,0,2015-04-02
15038,5,6,11,12,14,33,14,521569463,1,0,81,0,0,2015-04-05
15039,1,13,15,26,29,30,12,527688511,7,0,85,0,0,2015-04-07
15040,13,16,18,27,30,32,16,560707072,4,0,54,0,0,2015-04-09
15041,4,9,11,17,21,25,6,505889468,17,0,226,0,0,2015-04-12
15042,9,10,19,21,23,32,8,445522068,18,0,138,0,0,2015-04-14
15043,11,12,15,24,26,27,15,437343962,11,0,66,0,0,2015-04-16
15044,2,3,4,13,14,16,2,236303584,44,0,170,0,0,2015-04-19
15045,1,5,13,22,30,31,7,244649655,5,0,110,0,0,2015-04-21
15046,5,7,10,14,23,31,1,300076800,2,0,81,0,0,2015-04-23
15047,2,3,20,24,26,27,9,259871028,12,0,68,0,0,2015-04-26
15048,13,16,17,22,25,27,10,222018030,13,0,61,0,0,2015-04-28
15049,7,12,14,17,20,23,5,213425469,9,0,83,0,0,2015-04-30
15050,3,9,12,16,17,31,4,231625820,4,0,82,0,0,2015-05-03
15051,4,10,24,26,28,32,9,252880206,3,0,107,0,0,2015-05-05
15052,2,4,11,16,25,26,12,203256114,17,0,85,0,0,2015-05-07
15053,3,7,17,22,32,33,10,209305224,9,0,265,0,0,2015-05-10
15054,1,2,7,10,22,26,7,196780010,10,0,82,0,0,2015-05-12
15055,1,10,15,18,19,28,2,208855998,6,0,102,0,0,2015-05-14
15056,1,7,8,16,18,20,14,224467579,7,0,120,0,0,2015-05-17
15057,9,20,24,25,26,32,4,254227996,4,0,69,0,0,2015-05-19
15058,2,9,10,18,19,20,15,255306348,9,0,229,0,0,2015-05-21
15059,2,6,9,16,25,32,14,311068287,3,0,64,0,0,2015-05-24
15060,1,3,18,27,31,32,13,325336905,5,0,76,0,0,2015-05-26
15061,6,18,22,26,32,33,4,366514881,3,0,82,0,0,2015-05-28
15062,9,14,15,18,21,26,16,420456986,2,0,88,0,0,2015-05-31
15063,1,7,9,16,22,32,12,425356078,7,0,183,0,0,2015-06-02
15064,11,12,14,17,23,27,1,437144743,7,0,163,0,0,2015-06-04
15065,8,10,14,19,26,29,12,456496222,7,0,127,0,0,2015-06-07
15066,5,8,11,17,24,28,16,475169355,5,0,255,0,0,2015-06-09
15067,2,5,8,24,25,31,14,460773196,13,0,163,0,0,2015-06-11
15068,6,15,18,21,26,27,10,465249696,8,0,188,0,0,2015-06-14
15069,1,13,17,18,23,30,15,470825144,8,0,108,0,0,2015-06-16
15070,1,7,13,19,21,29,15,497421825,5,0,105,0,0,2015-06-18
15071,8,18,20,28,29,31,8,440046866,14,0,121,0,0,2015-06-21
15072,1,3,5,20,21,31,5,453763345,5,0,82,0,0,2015-06-23
15073,1,2,17,22,26,27,4,471257280,5,0,103,0,0,2015-06-25
15074,4,7,21,25,26,29,8,513223352,2,0,79,0,0,2015-06-28
15075,6,11,13,19,21,32,4,565604258,2,0,88,0,0,2015-06-30
15076,1,9,10,19,23,27,9,493791571,17,0,167,0,0,2015-07-02
15077,1,6,8,10,13,27,16,543815196,3,0,63,0,0,2015-07-05
15078,3,7,20,22,26,29,2,577316625,3,0,139,0,0,2015-07-07
15079,9,14,15,20,26,32,11,496467738,18,0,157,0,0,2015-07-09
15080,14,17,25,27,28,30,2,523386294,6,0,122,0,0,2015-07-12
15081,13,20,22,26,28,31,13,532076736,6,0,62,0,0,2015-07-14
15082,2,8,9,14,28,30,7,523423566,6,0,97,0,0,2015-07-16
15083,6,7,16,18,29,32,5,479827975,17,0,235,0,0,2015-07-19
15084,15,18,20,22,28,29,15,524697570,2,0,69,0,0,2015-07-21
15085,2,8,25,27,28,29,5,562393449,3,0,100,0,0,2015-07-23
15086,5,6,8,16,18,22,12,566691000,6,0,115,0,0,2015-07-26
15087,9,15,16,19,20,28,11,610880852,1,0,136,0,0,2015-07-28
15088,2,12,20,24,29,31,9,582193066,13,0,41,0,0,2015-07-30
15089,12,14,19,27,28,29,1,625139856,3,0,94,0,0,2015-08-02
15090,10,12,14,22,25,33,15,680071900,2,0,50,0,0,2015-08-04
15091,5,7,17,19,22,31,11,705046588,4,0,105,0,0,2015-08-06
15092,9,15,19,21,26,27,1,735532810,5,0,359,0,0,2015-08-09
15093,1,3,13,21,25,31,8,742351320,4,0,97,0,0,2015-08-11
15094,1,4,6,13,16,17,10,746713280,5,0,85,0,0,2015-08-13
15095,4,15,21,28,30,31,4,772938425,5,0,76,0,0,2015-08-16
15096,6,16,17,23,24,31,7,755803560,10,0,100,0,0,2015-08-18
15097,9,12,14,20,26,27,4,741136594,11,0,827,0,0,2015-08-20
15098,6,9,13,26,27,33,1,792540978,3,0,145,0,0,2015-08-23
15099,6,7,10,11,14,22,9,792191150,5,0,91,0,0,2015-08-25
15100,2,3,11,17,19,21,8,821878422,2,0,107,0,0,2015-08-27
15101,8,16,22,24,28,29,5,817471200,8,0,133,0,0,2015-08-30
15102,7,9,12,14,21,23,6,813396960,5,0,107,0,0,2015-09-01
15103,6,8,13,26,30,32,14,837110700,3,0,138,0,0,2015-09-03
15104,9,18,21,23,25,26,1,920084183,0,0,87,0,0,2015-09-06
15105,9,10,16,19,20,26,12,895314612,12,0,180,0,0,2015-09-08
15106,1,3,4,23,31,32,13,910114980,6,0,84,0,0,2015-09-10
15107,7,14,16,18,21,25,8,911942185,7,0,96,0,0,2015-09-13
15108,2,12,19,22,24,27,15,907674399,9,0,136,0,0,2015-09-15
15109,1,8,9,16,32,33,13,929816615,7,0,132,0,0,2015-09-17
15110,5,7,16,17,22,23,4,921225536,11,0,189,0,0,2015-09-20
15111,8,14,16,18,20,30,12,936577124,7,0,142,0,0,2015-09-22
15112,1,3,10,19,20,27,11,952587008,4,0,126,0,0,2015-09-24
15113,1,5,7,8,19,27,12,974660050,7,0,177,0,0,2015-09-27
15114,4,7,9,13,21,26,1,952803917,13,0,259,0,0,2015-09-29
15115,1,7,8,14,24,32,3,911942840,10,0,114,0,0,2015-10-01
15116,4,6,15,23,26,28,11,923015828,7,0,153,0,0,2015-10-04
15117,4,11,12,18,26,32,12,954935922,3,0,85,0,0,2015-10-06
15118,1,4,11,21,23,31,12,950170804,11,0,52,0,0,2015-10-08
15119,2,8,10,18,23,31,8,958500564,6,0,112,0,0,2015-10-11
15120,16,21,24,26,27,29,16,1007024322,1,0,136,0,0,2015-10-13
15121,1,3,20,21,28,29,12,1040297060,4,0,69,0,0,2015-10-15
15122,5,7,11,16,22,25,7,989011240,14,0,178,0,0,2015-10-18
15123,5,8,9,12,22,28,7,992135264,8,0,263,0,0,2015-10-20
15124,2,3,5,12,18,27,1,987064991,11,0,117,0,0,2015-10-22
15125,5,13,22,27,30,33,10,990620057,7,0,69,0,0,2015-10-25
15126,10,11,15,20,23,29,12,978661552,11,0,290,0,0,2015-10-27
15127,7,10,19,22,27,33,6,924043914,18,0,99,0,0,2015-10-29
15128,1,3,8,11,22,28,6,889484982,17,0,188,0,0,2015-11-01
15129,5,8,11,16,18,27,4,934367160,2,0,122,0,0,2015-11-03
15130,6,14,15,16,17,22,10,957074000,5,0,179,0,0,2015-11-05
15131,10,12,13,19,22,26,3,971589906,7,0,100,0,0,2015-11-08
15132,3,5,11,28,30,33,1,991052692,7,0,72,0,0,2015-11-10
15133,2,3,13,20,22,24,15,1037218347,3,0,78,0,0,2015-11-12
15134,2,5,14,19,27,31,4,1078946224,4,0,198,0,0,2015-11-15
15135,1,12,14,18,26,32,7,1085902032,6,0,85,0,0,2015-11-17
15136,2,5,12,23,28,29,1,1134489732,3,0,183,0,0,2015-11-19
15137,14,22,23,27,28,31,12,1183970392,2,0,74,0,0,2015-11-22
15138,1,2,8,16,19,24,11,1160191307,11,0,108,0,0,2015-11-24
15139,1,10,13,18,25,27,9,1158957645,5,0,91,0,0,2015-11-26
15140,6,20,28,29,30,31,12,1188582820,5,0,131,0,0,2015-11-29
15141,3,8,19,25,27,28,2,1174709536,8,0,173,0,0,2015-12-01
15142,13,17,19,20,22,25,11,1221938746,2,0,66,0,0,2015-12-03
15143,13,15,19,20,21,32,4,1253527944,6,0,75,0,0,2015-12-06
15144,1,4,7,15,28,32,16,1278764676,6,0,110,0,0,2015-12-08
15145,7,8,15,19,20,24,13,1248915010,14,0,143,0,0,2015-12-10
15146,16,17,21,28,30,32,15,1307571540,3,0,73,0,0,2015-12-13
15147,8,9,16,23,24,30,5,1187906265,29,0,181,0,0,2015-12-15
15148,9,13,14,22,26,27,7,1127755566,18,0,298,0,0,2015-12-17
15149,9,10,20,21,22,33,9,960924480,40,0,340,0,0,2015-12-20
15150,1,3,8,11,29,31,13,1022632570,1,0,225,0,0,2015-12-22
15151,5,6,8,23,31,32,11,1050789000,5,0,74,0,0,2015-12-24
15152,11,18,19,21,29,32,12,1026723516,14,0,102,0,0,2015-12-27
15153,8,11,15,22,27,29,3,999785925,15,0,143,0,0,2015-12-29
15154,7,9,11,15,18,25,7,984457630,13,0,120,0,0,2015-12-31
16001,6,13,16,18,20,22,13,1022461915,5,0,154,0,0,2016-01-03
16002,9,14,17,20,24,30,16,1049581785,5,0,231,0,0,2016-01-05
16003,1,10,14,23,26,28,1,1047367656,12,0,170,0,0,2016-01-07
16004,8,10,17,22,25,33,12,1053582237,9,0,299,0,0,2016-01-10
16005,11,14,18,20,31,33,14,816820648,56,0,55,0,0,2016-01-12
16006,13,16,18,20,28,31,12,880487026,2,0,93,0,0,2016-01-14
16007,5,12,14,20,27,29,6,864189106,11,0,155,0,0,2016-01-17
16008,2,15,24,29,32,33,2,893240990,5,0,73,0,0,2016-01-19
16009,10,14,24,25,27,32,4,937517775,3,0,71,0,0,2016-01-21
16010,2,4,12,14,19,25,6,922316332,14,0,121,0,0,2016-01-24
16011,3,8,10,15,22,29,12,752133812,43,0,232,0,0,2016-01-26
16012,7,12,14,16,27,32,15,800780176,2,0,87,0,0,2016-01-28
16013,7,12,21,22,26,31,1,860575404,3,0,100,0,0,2016-01-31
16014,2,8,10,18,20,27,7,667745460,45,0,113,0,0,2016-02-02
16015,1,2,14,22,25,26,7,692442990,5,0,87,0,0,2016-02-04
16016,1,20,22,24,25,26,16,721026255,5,0,91,0,0,2016-02-14
16017,5,6,8,20,22,30,5,698821392,12,0,189,0,0,2016-02-16
16018,12,13,14,17,21,25,4,725711885,5,0,81,0,0,2016-02-18
16019,6,13,16,17,23,30,10,497880207,51,0,231,0,0,2016-02-21
16020,1,2,10,12,22,24,10,540251214,3,0,109,0,0,2016-02-23
16021,9,11,13,22,24,26,5,567576885,5,0,172,0,0,2016-02-25
16022,4,9,19,22,23,30,7,574633808,8,0,163,0,0,2016-02-28
16023,3,6,10,19,25,29,7,552702346,14,0,235,0,0,2016-03-01
16024,2,5,7,14,18,31,13,551044179,9,0,157,0,0,2016-03-03
16025,4,11,12,17,24,30,12,497263041,19,0,420,0,0,2016-03-06
16026,4,9,12,28,30,33,1,573762988,0,0,77,0,0,2016-03-08
