期号,红球1,红球2,红球3,红球4,红球5,红球6,蓝球,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额,开奖日期
21124,1,3,18,22,29,32,2,823606529,8,7956250,117,252670,394848530,2021/10/31
21123,6,14,15,19,29,31,5,798569016,6,8473913,207,125866,366471258,2021/10/28
21122,4,5,12,15,18,28,7,771249437,5,8231591,91,221949,360872924,2021/10/26
21121,4,5,12,16,22,30,15,751815051,7,7721874,205,116177,390361524,2021/10/24
21120,1,7,8,12,13,18,5,734418962,40,5268563,496,27072,355518696,2021/10/21
21119,3,9,10,11,28,29,13,904876996,15,6354639,356,71346,356935346,2021/10/19
21118,2,6,14,18,20,31,13,923998119,6,8460209,126,205964,386079710,2021/10/17
21117,3,5,17,21,27,33,4,896904658,10,6782803,101,220644,358589610,2021/10/14
21116,6,14,17,18,31,33,6,897877549,3,10000000,46,552161,355338790,2021/10/12
21115,2,10,12,15,24,27,8,851679247,5,7857682,100,178605,380172848,2021/10/10
21114,4,6,8,14,24,27,2,837386111,3,10000000,177,158159,337378334,2021/10/7
21113,4,7,10,22,27,30,2,783403562,12,6380290,231,89629,293434838,2021/10/5
21112,5,6,21,25,28,33,7,797853981,22,5394421,229,47364,370338224,2021/9/30
21111,17,20,22,23,26,28,6,883991506,3,10000000,96,219919,358360092,2021/9/28
21110,10,13,15,24,31,32,2,850654756,5,9736534,246,120338,394569218,2021/9/26
21109,2,3,10,17,20,26,16,810527410,4,9492827,132,170182,366715360,2021/9/23
21108,11,15,18,24,26,32,9,781106313,5,8478207,118,184227,339998838,2021/9/21
21107,2,3,17,19,25,30,1,758280964,7,7867703,151,166174,367139964,2021/9/19
21106,1,4,7,14,30,31,3,738077667,7,8130452,150,182609,364122996,2021/9/16
21105,10,14,15,22,27,32,9,712816451,9,6993977,174,128920,357292170,2021/9/14
21104,1,7,17,20,22,28,15,708465505,6,9475659,101,332350,397369092,2021/9/12
21103,10,13,15,25,29,30,15,664617126,2,10000000,122,233872,369736978,2021/9/9
21102,5,9,15,24,27,30,9,599019763,34,5285653,236,51441,357853464,2021/9/7
21101,2,4,12,22,29,31,1,742311198,6,8682830,107,258142,393612094,2021/9/5
21100,7,9,12,13,14,29,16,711544497,8,7583366,170,151962,364068238,2021/9/2
21099,9,11,17,18,20,27,15,694710436,7,7942916,278,92627,353159630,2021/8/31
21098,1,10,13,18,26,32,5,673059288,4,10000000,141,178834,390403928,2021/8/29
21097,3,11,12,13,25,28,12,637412452,45,5323421,359,50675,355020594,2021/8/26
21096,1,7,11,14,15,26,11,822388985,13,5640531,91,114380,349161898,2021/8/24
21095,8,12,17,24,27,28,13,864489999,4,10000000,140,201541,384516464,2021/8/22
21094,9,11,24,25,28,33,15,819842497,1,10000000,101,273512,353340702,2021/8/19
21093,5,11,15,23,28,33,3,746968208,5,8646623,229,99525,346398722,2021/8/17
21092,2,7,8,10,12,31,3,721827132,4,9066769,154,132037,382276564,2021/8/15
21091,4,6,16,24,26,33,16,697092670,4,10000000,102,258058,352636492,2021/8/12
21090,5,6,12,14,27,28,8,658126685,19,5534608,199,63803,340567382,2021/8/10
21089,1,2,7,13,23,24,12,725193394,51,5338932,659,32787,378094626,2021/8/8
21088,4,12,15,16,19,26,6,932658139,7,7133062,165,113116,339080722,2021/8/5
21087,2,13,16,19,23,24,4,926596691,10,6520555,219,86789,335386836,2021/8/3
21086,6,8,10,14,28,29,1,934781421,1,10000000,123,214082,363965626,2021/8/1
21085,5,6,7,11,14,20,2,865785162,4,9473926,189,118357,343883552,2021/7/29
21084,5,7,9,11,21,28,1,836571971,21,5814345,182,117453,338765612,2021/7/27
21083,4,9,11,25,28,33,4,894543509,25,5173874,276,19686,367542044,2021/7/25
21082,3,6,11,13,26,32,5,1007589655,7,7348639,161,127643,344368726,2021/7/22
21081,1,3,5,18,22,23,1,997378346,4,10000000,135,207725,344437194,2021/7/20
21080,5,8,22,23,24,29,9,953249373,12,6122048,119,141434,376533622,2021/7/18
21079,1,3,10,24,28,29,13,976221781,8,7301888,95,242304,345574370,2021/7/15
21078,4,6,15,26,27,31,12,965580237,6,7800858,132,159139,341551308,2021/7/13
21077,8,15,17,25,27,30,10,949366069,13,6434628,112,208149,377616968,2021/7/11
21076,3,9,21,23,30,32,6,963078086,4,7982765,87,171423,347734992,2021/7/8
21075,12,15,16,21,22,29,1,950267665,2,10000000,55,435092,347517338,2021/7/6
21074,4,5,9,14,25,27,7,898477373,14,5822076,163,88259,382266836,2021/7/4
21073,1,6,18,22,24,25,8,936827442,4,9536636,83,273291,353932932,2021/7/1
21072,1,9,15,16,19,21,15,906924437,3,10000000,105,275206,351515940,2021/6/29
21071,1,7,24,31,32,33,8,850234438,6,7393944,75,239394,384399388,2021/6/27
21070,1,5,11,15,16,29,15,840734349,6,8972728,179,166455,356032100,2021/6/24
21069,6,11,18,20,23,26,5,805184330,5,8297648,130,158540,348547620,2021/6/22
21068,4,14,18,24,31,32,15,784841657,7,8662562,232,138135,381950996,2021/6/20
21067,1,11,19,23,25,29,9,749337326,6,7464865,61,303057,352986918,2021/6/17
21066,2,6,19,26,30,33,15,738667046,14,6436433,145,173362,343529368,2021/6/15
21065,1,4,8,19,29,33,16,753364365,3,10000000,82,384177,362527724,2021/6/13
21064,4,6,8,15,16,18,16,688856687,4,10000000,112,242377,353338262,2021/6/10
21063,4,5,6,9,23,24,9,647417696,16,5000000,106,6000,370142008,2021/6/8
21062,12,13,15,20,22,25,10,727417696,6,8804175,67,425840,405763536,2021/6/6
21061,4,9,12,18,20,23,1,694648802,4,10000000,127,237150,376779952,2021/6/3
21060,10,11,17,20,29,30,15,644294438,6,8356965,163,154461,365484344,2021/6/1
21059,1,9,11,18,32,33,14,618904511,1,10000000,91,397078,407754588,2021/5/30
21058,9,11,13,18,19,28,14,520502015,5,9893453,96,318584,382666074,2021/5/27
21057,5,6,9,17,25,33,16,478217025,6,8882850,179,162689,379559152,2021/5/25
21056,8,21,22,23,29,32,1,444149990,10,7488306,215,144669,410076324,2021/5/23
21055,3,11,12,16,22,28,10,425721551,29,5553793,206,97451,376647950,2021/5/20
21054,7,13,21,22,24,31,2,526556537,4,10000000,83,374991,371689954,2021/5/18
21053,7,10,14,16,24,33,16,473183576,3,10000000,84,355480,398009388,2021/5/16
21052,3,4,6,19,21,30,14,413602410,1,10000000,171,171643,376039676,2021/5/13
21051,8,9,10,19,27,29,15,335549357,10,6796944,309,72691,377624458,2021/5/11
21050,2,9,10,16,25,28,8,336133387,22,5598001,248,66310,403433980,2021/5/9
21049,4,11,13,22,25,32,1,409954275,4,10000000,78,440233,375111072,2021/5/6
21048,4,15,17,22,29,32,3,346939552,2,10000000,64,394580,339198590,2021/5/4
21047,3,7,13,16,24,29,1,291180168,5,9419460,231,119574,367123752,2021/5/2
21046,5,9,13,21,28,33,6,255412592,24,5735971,122,180976,377425810,2021/4/29
21045,1,4,14,15,17,32,2,326838472,6,8717208,86,324175,377279966,2021/4/27
21044,5,7,14,17,26,28,13,295504539,5,10000000,160,213373,418973684,2021/4/25
21043,2,3,17,18,23,24,1,243085282,3,10000000,93,331233,389948810,2021/4/22
21042,5,9,10,22,25,27,8,180671046,26,5498446,275,58907,382918124,2021/4/20
21041,2,9,18,23,26,32,14,275032108,54,5307817,367,56614,415676146,2021/4/18
21040,2,6,7,24,28,29,16,499321280,6,8652104,238,115087,385858982,2021/4/15
21039,2,8,21,24,29,31,13,469061553,7,7814665,105,234555,377513042,2021/4/13
21038,5,7,9,16,18,27,6,449879238,32,5502610,539,37299,401665288,2021/4/11
21037,13,17,19,24,26,30,12,565649555,7,7856624,104,240340,374416372,2021/4/8
21036,1,2,6,11,21,26,11,545659537,12,6690644,137,185107,365524430,2021/4/6
21035,12,14,18,20,26,28,11,549868285,7,7844638,153,162683,382205894,2021/4/4
21034,4,10,12,18,23,25,1,530109002,5,8852481,155,155342,377894218,2021/4/1
21033,2,12,13,14,31,33,6,502137377,7,8001905,98,268027,378842354,2021/3/30
21032,1,5,8,15,16,30,3,479350693,12,6977206,187,158599,421020572,2021/3/28
21031,6,11,21,25,28,31,7,474102879,12,5950364,166,85876,389664660,2021/3/25
21030,8,9,13,27,29,31,5,502740835,7,8232900,143,197817,388490602,2021/3/23
21029,8,10,15,17,22,30,12,475507497,17,5716335,234,65051,413514858,2021/3/21
21028,11,16,23,26,27,33,5,527018817,7,7433674,125,170357,387583114,2021/3/18
21027,5,7,9,16,20,26,8,515170584,23,5339305,391,24948,371997822,2021/3/16
21026,3,5,13,19,20,25,3,608709487,74,5079572,829,8878,415303494,2021/3/14
21025,6,8,14,17,18,30,11,962516400,6,8396506,166,153456,370761350,2021/3/11
21024,1,4,6,10,11,18,2,936474051,5,9223370,139,189899,360465214,2021/3/9
21023,2,21,22,23,27,28,11,903402709,4,9744205,85,279070,397987234,2021/3/7
21022,10,15,17,25,31,32,6,871216452,3,10000000,84,266346,361605820,2021/3/4
21021,4,8,17,24,28,33,13,834097039,19,5979263,155,150048,350734702,2021/3/2
21020,1,3,6,7,9,11,2,877930510,19,6085156,505,51034,385685036,2021/2/28
21019,12,16,17,24,28,29,8,916231105,6,6344519,104,96960,351320330,2021/2/25
21018,2,8,14,23,25,32,6,924046536,3,10000000,128,193330,352299530,2021/2/23
21017,9,15,18,29,32,33,2,879807720,6,8959033,116,255972,442443732,2021/2/21
21016,3,8,9,13,15,18,10,844483666,16,6134153,192,118140,447622614,2021/2/7
21015,6,14,16,26,28,29,7,874580915,6,7672352,93,215512,373264066,2021/2/4
21014,4,15,21,25,29,33,6,860487095,3,10000000,96,270821,365029152,2021/2/2
21013,6,9,12,16,27,31,6,812490648,17,5756403,169,95109,403024326,2021/1/31
21012,3,6,14,18,20,26,1,862128803,17,5854248,218,83269,365486356,2021/1/28
21011,5,10,16,23,27,33,14,907192691,18,5425200,228,41960,358439884,2021/1/26
21010,1,4,11,19,32,33,5,976145268,7,8060622,129,207600,394795416,2021/1/24
21009,2,4,7,24,25,32,13,952228282,4,10000000,57,502273,367324734,2021/1/21
21008,1,5,7,14,18,33,7,906339544,4,8728131,86,216751,358122646,2021/1/19
21007,2,4,12,21,25,32,16,885330100,3,10000000,104,298114,389232822,2021/1/17
21006,6,8,22,24,25,26,1,822318331,10,7377222,194,153171,367900704,2021/1/14
21005,7,9,14,26,30,31,4,806944718,14,6353946,76,311764,359757108,2021/1/12
21004,2,3,7,8,17,22,15,824817771,2,10000000,208,145638,396531778,2021/1/10
21003,6,9,16,18,22,29,11,753939585,5,9406368,136,202498,360514540,2021/1/7
21002,6,10,13,25,26,32,11,718352017,10,7105919,185,142291,374374440,2021/1/5
21001,2,3,13,18,20,31,11,710439245,10,7034106,126,201796,411170524,2021/1/3
